score;content
1;Sudah 2 bulan ini saya selalu gagal mengakses BSB ini, ketika masuk minta aktivasi ulang, setelah di aplikasi ulang muncul 184 data tidak ditemukan, padahal kita lagi butuh sekali
1;Aplikasi tidak ada guna Sampah! Tolong di perbaiki lagi.. Bnyak nasabah di rugikan...
1;Sampai Detik ini aplikasinya tidak bisa di pakai lagi, tolong lh pihak yang terkait, perbaiki apkikasinya, dan fitur-fiturnya pn jauh tertinggal oleh aplikasi bank sebelah
1;Aneh, aplikasi bobrok. Sudah tau banyak keluhan yang sama malah tidak ditindaklanjuti. Sangat tidak recommended untuk aplikasi ini, mulai dari UI dan permasalahan aktivasi terus menerus dll. Semoga kritik saya bisa membuat lebih bagus lagi kedepannya.
1;Aktivasi ulqng tra
2;Kenapa punya saya ke blokir padahal gx ada masalah pin pun benar terus pas saya telpon katanya ke blokir
5;Sangat aman bertransaksi tidak perlu ke Bank
5;Sangat membantu dikala tidak sempat ke ATM
5;Ok
1;Kenapa ya selalu aktifasi ulang terus
1;Aplikasi apaan ini? Mau masuk tiba2 suruh aktivasi ulang. Giliran udh aktivasi malah TDK tersedia..yaampuun. 2023 masih ada aplikasi bank se jadul ini
1;masa aplikasi bank sumsel kalah sama bank eka, padahal bank sumsel babel bukan bank ecek-ecek, selalu minta aktivasi anehh
5;Okeyy
5;Sangat membantu
1;Setiap mau login selalu ga bisa, nasabah tidak di temukan padahal semuanya udah bener, tolong di perbaiki kedepannya
1;Apk jelek setiap loging d suruh aktivasi ulang,pas aktivasi malah ke blokir padahal data bener,dasar apk gak guna.
2;selalu sama. melakukan aktivasi ulang . baru kemaren di aktivasi dan skrang terjadi lagi. mohon di perbaiki bos.
1;Aplikasi ga guna
1;Buruk ,baru mau aktivitasi aja bisa ke blokir
1;Perlu ditingkatkan lagi kualitas aplikasinya, agak ribet dibanding aplikasi bank lain... Udah 2 kali kena blokir, utk mmperbaiki harus ke bank... Kami jauh dg bank, jadi terhambat transaksinya...
1;Sangat buruk
5;Sangat membantu
1;Apk sampah
1;Baru 1 bulan yang lalu saya aktivasi ulang, padahal pasword dan username sudah benar. Sekarang sudah minta aktivasi ulang ... Apk an......xxxx
4;Baik
1;Opsi pembelian pulsa 100rbnya mana? Permudahlah urusan nasabah dgn pulsa 100rb. Tiap transaksi vision link not online, tp uang terpotong. Coba langsung reveral biar gak susah ngurusnya. Tiap transaksi selalu was-was. Gak adanyaman2nya. Beli pulsa uangnya terpotong pulsanya gak masuk...😠😠😠😠. Ini app ada yg ngusrusin gak!!!!???
1;sangat buruk dan mengecewakan, sering minta aktivasi ulang, giliran di aktivasi malah di blokir. tolonglah pihak pengembang diperbaiki lagi. males kalo mau bolak balik ke bank.. apalagi ngantri.
1;Kenapa harus mengakses semua foto,video,lokasi,panggilan telepon saya. Yang tidak ada kaitannya dangan transaksi keuangan.
1;cs bank udah bosan lihat muka semnggu ampe 3 kli lihat kita dgn maslah yg sama akun ke blokir padhal udah jelas paswrd gak salah......aneh banget apk bug parah....
1;Tolong ditingkatkan lagi bagai mana ini setiap mau login tidak bisa harus di aktivasi ulang
1;pepek mau login disuruh aktivasi ulang padahal udah pernah login malah keluar lg pas mau login ulang malah ke blokir apk goblokkk bintang 100 buat apk ini
1;Mohon sistemnya diperbaiki setiap kali login aktivitasi ulang terus diblokir semaunya aja.
2;Sering terjadi kendala ketika login yg harus aktivasi ulang, namun tetap saja gagal
1;Tiba tiba pas mau buka di minta aktivasi ulang. Pas mau aktivasi udah isi no rekening/ nomor kartu, jadi terblokir. Gimana itu?
1;Kenapa ni aplikasi selalu harus aktivasi ulang setelah login hampir 3-4 kali perbulan pas diaktivasi diblokir lagi sering banget ngurus ini. Mohon diperiksa lagi aplikasi bsb ini . Jadi terkendala saat SDH diblokir gak bisa aktivasi dan gak bisa pakai bsb ini
5;Bagus untuk proses tf uang,tp kdpn ny smga lbh d tingkatkan lg
2;Aplikasi gini kok lemot . Buat orang semakin gak percaya aja . Tolong di tingkatkan kwalitasnya
2;Aplikasinya sering error, mau log in selalu minta aktivasi padahal pwnya bnr. Hal ini sudah sering terjadi, saya males mau bolak balik ke cs ditambah lagi jarak bank dengan rumah saya lumayan jauh. Tolong diperbaiki
5;Tapi kenapa harus selalu minta di update
5;Mantab
1;Aplikasi bodong
1;Kenapa harus aktivasi trus.. Pas aktivasi malah nggk bisa.. Nggak jelas
2;Setiap mau tf nomor rekening tidak terdaftar mulu harus diperbaiki sih
1;Tolong di perbaiki sistemnya aktivasi selalu error
1;Jelek banget... Perbaiki dong...
1;Ini gimana sih app-nya??? Mau login disuruh aktivasi ulang, pas aktivasi malah ga ada aktivasi penjelasannya, jadinya gmn saya mau login kalo gitu??? Tolong dibenerin dong, saya mau transfer jadi susah
1;Tiga kali beli pulsa melalui mbanking, sistemnya error, saldo rekening berkurang, pulsa tidak masuk sama sekali. Mohon diperbaiki sistemnya, jangan merugikan nasabah.
2;Kata cs..akun mbanking terblokir itu karena kartu simcard yg terdaftar dicabut/dilepas dari perangkat hp.jadi gak bisa gonta-ganti simcard. Pihak developer harusnya mencontoh mbaking lain gak ada yg securitynya seperti ini. Masa' pindahin simcard aja udah terblokir dan mesti ke cs gak bisa via telpon.
2;Sudah bbrp kali terblokir.Mulanya gak tahu penyebabnya, ketika ditanyakan ke bank katanya krn ganti kartu. Jadi aku pakai kartu sim yg teregistrasi. Suatu hari, aku kehabisan paket data, dan anak yg lagi sekolah minta kiriman/transfer, terpaksa aku minta hotspot dari teman. EHHHHHH.....keblokir lagi. Tolong dengan sangat, aplikasinya ditingkatkan atau diapainlah gitu, agar tidak nyusahin orang.
1;Sudah 2 kali ke kantor cabang memperbaiki blokir, sekarang keblokir lagi, padahal tidak ada yang salah, baik password, otp, mpin, maupun yang lainnya, tapi tetap saja keblokir lagi. * akan ditambah bila apk ini sudah bagus.
1;Setiap mau registrasi pasti error. Tidak tau letak kesalahannya dimana, padahal sudah dapat kode OTP dari sms. Aplikasi sering terhenti sendiri.
5;Aplikasi apaan nihh lelet lemot,apa lagi diawal bulan tgl gajian susah setengah mati mau login.....
1;Sangat sangat sangat tidak memberikan pelayanan yang prima.... Sering sangat sering trobel pembacaan device ..... Sangat jauh dari harapan
1;Tolonglah devnya dibaca ulasan penggunanya. Aplikasi anda ini sering minta ulang aktivasi dan ketika diaktivasi malah kena blokir. Masa iya harus mondar mandir ke bank terus buat aktivasi. Kalau bukan karena pemda yang nyuruh bikin rek untuk tf gaji saya ga bakalan buka rek di bank kalian
1;Kalau belum sanggup ngeluarkan aplikasi,sudah kami dsruh pakek ATM aja,,jangan tiap mau buka aplikasi kami langsung kena tensi. 1 provinsi gaji pegawai di kalian,tpi bikin aplikasi🤦🤦🤦
5;Heh
1;Tidak pernah salah pasword tapi di blokir, aktivasi ulang kode tidak tersedia aktivasi, data tidak ditemukan dll, payah
1;M banking sangat penting sekali dlm aktifitas manusia skrg ini. Tapi sudah tidak terhitung aplikasi ini meminta aktivasi ulang berlanjut pemblokiran. UjUng2nya disuruh ke kantor BSB. Terus terang aplikasi ini hanya membuang2 waktu. Kalau gaji tidak transfer lewat bank ini saja, sudah lama saya beralih ke bank lain.
1;Mbanking terlebay, cuman cabut kartu SIM 1x udah di blokir, nyusain nasabah harus ke bank untuk benerinyaa, dulu ga gini, aplikasi lebayy
2;Tolong diperbaiki masa dah 2 hari ngisi pulsa selalu kaga masuk lebih parah lagi saldo tabungan selalu berkurang padahal pulsanya kaga masuk
1;Sudah coba untuk aktivasi ulang menggunakan nomer kartu ATM, tetep ga bisa, alasan data tidak di temukan
1;selamat pagi mobile BSB saya sudah beberapa kali kejadian saldo terpotong pulsa tidak masuk, tolong di update dan tanggapi keluhan pengguna. beli pulsa 20rb ketika memasukan OTP ada notif error ketika cek saldo sudah terpotong. kejadian bukan sekali tapi berkali kali uang tidak kembali. mohon di tindak 🙏🙏🙏
1;Tolong di benahi aplikasinya mau login aja susah
2;eror
5;Susah login
1;USER DIBLOKIR LAGI OY... MANA NI DEVLOPER NYA YANG BUAT APLIKASI NI.. WOY BACA KELUHAN NASABAH MBANKING BSB INI.. LOGIN MINTA AKTIVASI.. DI AKTIVASI TIBA2 USER DIBLOKIR.. MALES KE BANK TERUS.. STIAP KALI HARUS BUANG2 UANG BUAT BUKA BLOKIR APLIKASI BURUK INI.. MALAS DAH PAKEK BANK INI.. KALO GAK TERPAKSA...
5;sangat baik
2;Dlu lancar kenapa skrang Sllu bermslah mintk aktifasi trus dan ujung2ny malah di blokir, aplgi klu sdah brp kli transaksi, ujung2ny harus ke kntor bkny mempermudah malah jdi tambah ribet urusany.
1;Maklum masih beberapa tahun
1;Ni bank/aplikasinya memang tambeng kali y.. Gw baca ulasannya kebanyakan negatif semua. Masalah minta aktifasi ulang aja sampai sekarang ga pernah dibenerin. Sebenernya niat ga c bikin aplikasinya. Padahal kan udah ada potongan biaya administrasi per bulannya, tapi aplikasinya malah ga guna gini.
1;Beneriii oo tolong aplikasi ni,nyarokee oo. Aktivasi ditolak terus.
1;Pelayanan jelek setiap aktivasi selalu terblokir uang setor tunai gak masuk ke rekening disuruh tunggu 7-14 hari kerja sudah 21 hari masih gak masuk uang ke rekning bank apa bukan melayani tpi mempersulit masyarakat
1;Sungguh kecewa!!!!!! Kmarin saya beli pulsa lewat mbank,tp pulsanya tidak masuk,saldo saya berkurang😡😡😡 Hari ini saya coba beli lagi lewat mbank,pulsa tetap tidak masuk,saldo saya berkurang lagi😡😡bagai mana ini..??mohon di perbaiki😡😔
1;Minta aktivasi ulang eh malah keblokir
1;Tidak bisa aktivasi karena di blokir pdahal kode sdh terkirim di hp..login jg pasword tidak salah
1;Demi Allah ni aplikasi nyebeelin bgt ke blokir mulu mna bukanny harus make materai mulu pindah juga ke bank lain lama*
1;Aplikasi mbanking tergoblok,
1;Mbanking suka error, mesin ATM juga sering error. Mau transkasi cepat di hari weekend, malah masalah jaringan. Tolonglah segera perbaiki dan tingkatkan pelayanannnya.
1;Untuk apknya mohon di perbarui sekarang udh aku hapus apknya bknnya membantu Mala bikin ribet
5;Makasih atas pelayanannya
1;Jelek aplikasinya gak kayak mbanking lain. Masa suruh aktivasi teross
2;sering error
5;Lancar aman dannyaman...
1;Berkali-kali diminta aktivasi, sdh di lakukan tp jwbnya aneh2...masalah jaringanlah, data tdk di temukan lah...dah lah...un install sajalah...bukan memudahkan tp bikin tensi naik. Hrsnya tim ITnya berbenah ya...aplikasi m banking bank lain memudahkan kok...kl ini kok syulit banget
2;Saya kurangin dlu bintangnya soalnya selalu terblokir sendiri akun bsb saya, kalau bisa di bikinin untuk buka blokiran akun bsbnya di aplikasi supaya tidak merepotkan untuk buka blokiran, liat apk brimo udh ker3n tampilannya dan udah bisa aktivasi secara mandiri lewat apk, klo terblokir bisa di aktifkan kembali cuma lewat hp saja
1;Aplikasi jelek, ribet, gak jelas. Buat mbanking tuh yg simpel mudah digunakan. Coba contoh mbanking seabank atau BNI. Aplikasi gak jelas.
1;Berhati hatila kalian melakukan mbanking sumsel ini untuk keamanan kurang kuat Yang punya saya tidak bisa di buka lagi Dan kalo di telpon call centernya selalu banyak contumer padahal nggak orang mungkin punya diblokor oleh pegawainya sendiri
2;Mau log in d suruh aktifasi, eh mau aktifasi malah tidak tersedia. Gimanaa ini ? Yuk bisa yukk d perbaikin apknya biar bagus
1;Sangat membantu untk transaksi, tp disayngkan hrus aktivasi ulang, setelah d aktivasi eror tidak tersedia shingga hrus ke bank bsb terdekat, nnti begitu lagi berulang-ulang, kita sbgai pengguna bsb mobile jdi kesal dn repot krna perlu menggunakan bsb mobile genting jd tertunda, mohon perbaikannya.
3;Cba di mbanking bank sumsel bisa buka deposito online seprti di mbanking bank BUMN, jdi nasabah tdk perlu lagi utk buka deposito scara offline.
1;Sering error tolong ditindaklanjuti, isi pulsa 3 kali di rekening berkurang tapi pulsa tidak masuk. Jadi bagaimana saya merasa dirugikan
2;Diperiksa lagi aplikasinya. Setiap login aktivasi ulang. Dan diblokir saat aktivasi. Apakah sistem tidak berubah? Mohon dibaiki karena sudah dipaksa. Bukan diperbaiki malah makin jadi. Tingkatkan lagi perkembangan aplikasi. Bukan maju malah mundur. Dan dibaca setiap masukan atau rating. Gmna mau berkembang.
1;Saya kecewa dengan bsb mobile. 3x isi pulsa gagal terus tapi saldo berkurang. Ini penipuan namanya😠
1;Sangat buruk. Gak bisa login id pengguna
1;Pada intinya ni apk jelek
2;GANGGUAN TROS !
3;Ini kenapa top up gopay 400k ga masuk ya? Padahal saldo udah kepotong:(
1;Makin buruk.. kesekian kalinya saldo ke debit...transaksi gagal...dan saldo selalu lama kembalinya..
1;"Tolong berbenah.. bintang 1nya paling banyak ketimbang 5 dari responden. Saya juga kasih bintang 1 karena alasan yang sama seperti responden yang kasih 1 bintang yang lain, ""Aktivasi terussss, buang-buang waktu saja"""
1;Aplikasi sering bikin ribet sering minta aktivasi dan setelah diaktivasi malah tidak ada aktivasi dan harus ke bank ini yang bikin ribet
1;peraturan yang aneh dengan alasan keamanan, bank konvensional lain saya rasa aman-aman saja bertransaksi menggunakan mbanking, saya jadi malas pakainya harus ke bank trus, kalau mau cek transferan masuk tanpa mbanking sangat menyusahkan dan harus ke bank, kalau melakukan transaksi malam hari bagaimana jika ada transferan masuk masa harus nunggu besok pagi untuk print buku tabungan sampai ngantri yg memakan waktu, untuk pedagang seperti saya sangat menyusahkan.
2;Manu pembelian token PLN tidak ada
1;Coba bisa registrasi aktivasi online tanp harus ke Bank... buat sesimple mungkin donk, kayak yg punya sebelah...
1;Aktivasi terusss,
3;Min kalo terjadi bsbnya terblokir gara gara lupa atau salah sandi/nama akun gimana cara balikinnya
2;Untuk aplikasinya maaf saya kasih Bintang 2, masih perlu banyak perbaikan.
3;Mohon di perbaiki atau di upgrade ke versi yang lebih baik, karena sering error dan sebagai contoh saya mengisi pulsa saldo saya berkurang namun pulsanya tidak masuk, sudah 3x namun tak ada perubahan
2;Udah 2x harus aktivasi ulang dalam sebulan ini 🥲🥲 padahal ga ada masalah dari hape saya
1;Parah, mau dipake transaksi , salah otp langsung blokir, mana sering lagi
1;KaLo bukan gaji di Transfer kesini Males download. Bolak balik ke bank buat benari. Msh ga bisa di pakai. Ga tau salahnya dimana??
1;Nak aktivasi terus, sekali aktivitasi mesti ke cs nian
1;Tolong donk Bsb, kalo ada perbaikan atau kendal2 terkait transaksi tolong kasih notif di aplikasi atau kirim email ke nasabah, jgn buat nasabah khawatir, tiba2 logout ndri, mau login LG susah bgt, khussnya hari ni Tggl 31 juli 2023, dr pagi saya mau transaksi gak bisa2 login, aktivasi TDK tersedia, apalah
1;Bank payah
1;Transaksi di persulit, ngisi pulsa transaksi gagal tapi saldo kepotong.
1;Sama kendalanya kayak teman teman yang lain.. Selalu mintak aktivasi padahal baru satu minggu di perbaiki.. Bikin ribet aja..
1;Kenapa Aplikasi kok diblokir...
1;Hampir setiap bulan ke bank buat aktivasi mobile banking 👍😅 Lanjutkan prestasi mu 😴🗿
1;Minta aktivasi
1;Memang oon nian apk ini,, apk apo yg minta aktivasi,, tapi aktivasi nyo dak tersedia.
1;Disuruh aktivasi ulang, tpi ketika mau aktivasi ke nmr tlpn malah tulisannya 'Perangkat tidak dikenali, user diblokir', padahal SMS kode aktivasi sdh masuk di SMS. Tolong diperbaiki ya sistemnya, buat mbanking tujuannya untuk mempermudah transaksi, tpi malah tmbh ribet kalau sdh seperti ini
1;Sudah di aktivasi langsung di blokir mantap aplikasi tidak bermutu, tidak remonded
1;Aplikasi ribet banget & tdk membantu dikit2 hrs d aktivasi ulang, bkn membantu malah nambah ribet hrs k bank langsung. Baru 2 hr yg lewat aktivasi ulang k bank, ini sdh mintak aktivasi ulang lg. Lbh baik unistall aja.
1;Gimana aplikasi ini tolong di perbaiki. Selalu saja minta aktivasi ulang.selalu aja gagal. Jadi sebentar ehhh pas mau buka kambuh lagi
1;Ribeet ganti hp tau2 malah gak bisa aktivasi mesti ke bank... beda ma aplikasi bank yg lain...
1;Kebanyakan loading.. membutuhkan waktu yg lama untuk membuka aplikasi bsb
1;Kok punya saya mau aktivasi malah tidak tersedia ini kenapa tolonglah malah nyusahin bukan mudahin
1;Cape banget bolak balik aktivasi padahal aktif di hp, harus ke atm terus
1;MENGAPA MAU BUKA MOBIL BANKING NYA GAK BISA TOLONG DI PERBAIKI LAGI SISTEM AFLIKASI MOBIL BANKING NYA AGAR NASABAH TIDAK MERASA KECEWA TERHADAP PELAYANAN DARI PIHAK BANK SUMSEL NYA, TERIMAKASIH
1;Selalu minta aktivasi padahal di nomer yg sama, belum lagi kalau mau aktivasi harus ke bank pakai materai 12000.
1;"Tambah parah, tiba2 di suruh aktivasi ulang, saat aktivasi ulang katanya ""aktivasi tidak tersedia"""
2;Pusing Kepala knpa mauny aktivasi ulang terus ni bank,di buka aktivasi malah ngn tersedia kn bingung kita selaku pengguna, ternyata liat ulasan emng udah dri sono ny ni apk ngn bagus, gua pikir ada kesalahan dri saya selalu penggunaan tapi ternyata Apk ny yg bermasalah
1;Apk kacau bolak balik logout
1;Mau beli pulsa cuba 75rb yg paling gedek biasanya ada yg sampai ratusan ini cuma mentok ke 75rb sangat kecewa
1;Apa ini mau masuk aja benar sandinyo kok gak bisa
1;Sering banget update uplikasinya tp g banyak yg berubah performanya
1;Jadi tidaknyaman slalu meminta aktivasi giliran aktivasi kode otp masuk langsung di blokir ini sangat aneh🤔malah gxnyaman ini sudah ke 3 xnya mbking saya ke blokir gara² aktipasi
1;Tolong perbaiki aktivasinya
1;Aplikasi tolol mnding hapus aja klo gk niat
1;Aplikasi cacat!! Mau login aja harus aktivasi dulu, giliran mau di aktivasi malah gagal terus dasar ga jelas.
