,score,content,case_folding,clean,filtering,tokenize,stopword,stemmer,normalizing
170,5,Sangat membantu sekali dalam transaksi,sangat membantu sekali dalam transaksi,sangat membantu sekali dalam transaksi,sangat membantu sekali dalam transaksi,"['sangat', 'membantu', 'sekali', 'dalam', 'transaksi']","['sangat', 'membantu', 'sekali', '', 'transaksi']","['sangat', 'bantu', 'sekali', '', 'transaksi']",sangat bantu sekali  transaksi
171,3,"Pas masukin kode OTP langsung SMS, malah terblokir.","pas masukin kode otp langsung sms, malah terblokir.",pas masukin kode otp langsung sms  malah terblokir,pas masukin kode otp langsung sms  malah terblokir,"['pas', 'masukin', 'kode', 'otp', 'langsung', 'sms', 'malah', 'terblokir']","['pas', 'masukin', 'kode', 'otp', 'langsung', 'sms', 'malah', 'terblokir']","['pas', 'masukin', 'kode', 'otp', 'langsung', 'sms', 'malah', 'blokir']",pa masukin kode otp langsung sm malah blokir
172,5,Sangat sangattt membantu & praktis,sangat sangattt membantu & praktis,sangat sangattt membantu   praktis,sangat  membantu   praktis,"['sangat', 'membantu', 'praktis']","['sangat', 'membantu', 'praktis']","['sangat', 'bantu', 'praktis']",sangat bantu praktis
173,5,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
174,3,Ngak bisa bayar listrik ya?,ngak bisa bayar listrik ya?,ngak bisa bayar listrik ya,ngak bisa bayar listrik ya,"['ngak', 'bisa', 'bayar', 'listrik', 'ya']","['ngak', '', 'bayar', 'listrik', '']","['ngak', '', 'bayar', 'listrik', '']",ngak  bayar listrik 
175,5,Mantaapp lurrr,mantaapp lurrr,mantaapp lurrr,mantaapp ,['mantaapp'],['mantaapp'],['mantaapp'],mantaapp
176,5,"Aplikasi yang membantu transaksi saya.bisa isi pulsa, top up go pay dll. Bank sumsel babel memang top👍","aplikasi yang membantu transaksi saya.bisa isi pulsa, top up go pay dll. bank sumsel babel memang top👍",aplikasi yang membantu transaksi saya bisa isi pulsa  top up go pay dll  bank sumsel babel memang top,aplikasi yang membantu transaksi saya bisa isi pulsa  top up go pay dll  bank sumsel babel memang top,"['aplikasi', 'yang', 'membantu', 'transaksi', 'saya', 'bisa', 'isi', 'pulsa', 'top', 'up', 'go', 'pay', 'dll', 'bank', 'sumsel', 'babel', 'memang', 'top']","['aplikasi', '', 'membantu', 'transaksi', '', '', 'isi', 'pulsa', 'top', 'up', 'go', 'pay', '', 'bank', 'sumsel', 'babel', 'memang', 'top']","['aplikasi', '', 'bantu', 'transaksi', '', '', 'isi', 'pulsa', 'top', 'up', 'go', 'pay', '', 'bank', 'sumsel', 'babel', 'memang', 'top']",aplikasi  bantu transaksi   isi pulsa top up go pay  bank sumsel babel memang top
177,5,"Mantep, lebih mudah dngan adanya BI fast skrng,","mantep, lebih mudah dngan adanya bi fast skrng,",mantep  lebih mudah dngan adanya bi fast skrng,mantep  lebih mudah dngan adanya bi fast skrng,"['mantep', 'lebih', 'mudah', 'dngan', 'adanya', 'bi', 'fast', 'skrng']","['mantep', 'lebih', 'mudah', 'dngan', 'adanya', 'bi', 'fast', 'skrng']","['mantep', 'lebih', 'mudah', 'dngan', 'ada', 'bi', 'fast', 'skrng']",mantep lebih mudah dngan ada bi fast skrng
178,5,"Mudah,lengkap,gampang,seluruh kebutuhan transaksi saya ada dlm 1 aplikasi,,mantappp","mudah,lengkap,gampang,seluruh kebutuhan transaksi saya ada dlm 1 aplikasi,,mantappp",mudah lengkap gampang seluruh kebutuhan transaksi saya ada dlm   aplikasi  mantappp,mudah lengkap gampang seluruh kebutuhan transaksi saya ada dlm   aplikasi  ,"['mudah', 'lengkap', 'gampang', 'seluruh', 'kebutuhan', 'transaksi', 'saya', 'ada', 'dlm', 'aplikasi']","['mudah', 'lengkap', 'gampang', 'seluruh', 'kebutuhan', 'transaksi', '', '', 'dlm', 'aplikasi']","['mudah', 'lengkap', 'gampang', 'seluruh', 'butuh', 'transaksi', '', '', 'dlm', 'aplikasi']",mudah lengkap gampang seluruh butuh transaksi   dlm aplikasi
179,1,Jujur ya saya sangat kecewa. Baru pertama kali menggunakan bi fast dan transfer ke bank lain selain sumsel. Dan yg terjadi transfer gagal tapi saldo terpotong. Saya sudah ngadu ke pihak sumsel malah di suruh nunggu 14 hari kerja. Tolong ya pihak sumsel babel kembalikan uang saya saldo saya yg terpotong itu !!!,jujur ya saya sangat kecewa. baru pertama kali menggunakan bi fast dan transfer ke bank lain selain sumsel. dan yg terjadi transfer gagal tapi saldo terpotong. saya sudah ngadu ke pihak sumsel malah di suruh nunggu 14 hari kerja. tolong ya pihak sumsel babel kembalikan uang saya saldo saya yg terpotong itu !!!,jujur ya saya sangat kecewa  baru pertama kali menggunakan bi fast dan transfer ke bank lain selain sumsel  dan yg terjadi transfer gagal tapi saldo terpotong  saya sudah ngadu ke pihak sumsel malah di suruh nunggu   hari kerja  tolong ya pihak sumsel babel kembalikan uang saya saldo saya yg terpotong itu,jujur ya saya sangat kecewa  baru pertama kali menggunakan bi fast dan transfer ke bank lain selain sumsel  dan yg terjadi transfer gagal tapi saldo terpotong  saya sudah ngadu ke pihak sumsel malah di suruh nunggu   hari kerja  tolong ya pihak sumsel babel kembalikan uang saya saldo saya yg terpotong itu,"['jujur', 'ya', 'saya', 'sangat', 'kecewa', 'baru', 'pertama', 'kali', 'menggunakan', 'bi', 'fast', 'dan', 'transfer', 'ke', 'bank', 'lain', 'selain', 'sumsel', 'dan', 'yg', 'terjadi', 'transfer', 'gagal', 'tapi', 'saldo', 'terpotong', 'saya', 'sudah', 'ngadu', 'ke', 'pihak', 'sumsel', 'malah', 'di', 'suruh', 'nunggu', 'hari', 'kerja', 'tolong', 'ya', 'pihak', 'sumsel', 'babel', 'kembalikan', 'uang', 'saya', 'saldo', 'saya', 'yg', 'terpotong', 'itu']","['jujur', '', '', 'sangat', 'kecewa', 'baru', 'pertama', 'kali', 'menggunakan', 'bi', 'fast', '', 'transfer', '', 'bank', '', '', 'sumsel', '', 'yg', 'terjadi', 'transfer', 'gagal', '', 'saldo', 'terpotong', '', '', 'ngadu', '', 'pihak', 'sumsel', 'malah', '', 'suruh', 'nunggu', 'hari', 'kerja', '', '', 'pihak', 'sumsel', 'babel', 'kembalikan', 'uang', '', 'saldo', '', 'yg', 'terpotong', '']","['jujur', '', '', 'sangat', 'kecewa', 'baru', 'pertama', 'kali', 'guna', 'bi', 'fast', '', 'transfer', '', 'bank', '', '', 'sumsel', '', 'yg', 'jadi', 'transfer', 'gagal', '', 'saldo', 'potong', '', '', 'ngadu', '', 'pihak', 'sumsel', 'malah', '', 'suruh', 'nunggu', 'hari', 'kerja', '', '', 'pihak', 'sumsel', 'babel', 'kembali', 'uang', '', 'saldo', '', 'yg', 'potong', '']",jujur   sangat kecewa baru pertama kali guna bi fast  transfer  bank   sumsel  yang jadi transfer gagal  saldo potong   ngadu  pihak sumsel malah  suruh nunggu hari kerja   pihak sumsel babel kembali uang  saldo  yang potong 
180,5,"Aplikasinya mudah di gunakan, fiturnya simpel, prosesnya mudah, sangat membantu","aplikasinya mudah di gunakan, fiturnya simpel, prosesnya mudah, sangat membantu",aplikasinya mudah di gunakan  fiturnya simpel  prosesnya mudah  sangat membantu,aplikasinya mudah di gunakan  fiturnya simpel  prosesnya mudah  sangat membantu,"['aplikasinya', 'mudah', 'di', 'gunakan', 'fiturnya', 'simpel', 'prosesnya', 'mudah', 'sangat', 'membantu']","['aplikasinya', 'mudah', '', 'gunakan', 'fiturnya', 'simpel', 'prosesnya', 'mudah', 'sangat', 'membantu']","['aplikasi', 'mudah', '', 'guna', 'fiturnya', 'simpel', 'proses', 'mudah', 'sangat', 'bantu']",aplikasi mudah  guna fiturnya simpel prose mudah sangat bantu
181,5,"Mantap, paten kali","mantap, paten kali",mantap  paten kali,mantap  paten kali,"['mantap', 'paten', 'kali']","['mantap', 'paten', 'kali']","['mantap', 'paten', 'kali']",mantap paten kali
182,5,Terbaikkk,terbaikkk,terbaikkk,,[],[],[],
183,2,kenapa saya tadi beli pulsa lewat m bangking ini kenapa tidak masuk ke nomor saya tetapi malah berkurang saldonya tolong perbaiki dan ada bacaan pesan erorr itu maksudnya gimana ya kak tolong jelasin dong udh di tanya lewat email tapi ga di balas,kenapa saya tadi beli pulsa lewat m bangking ini kenapa tidak masuk ke nomor saya tetapi malah berkurang saldonya tolong perbaiki dan ada bacaan pesan erorr itu maksudnya gimana ya kak tolong jelasin dong udh di tanya lewat email tapi ga di balas,kenapa saya tadi beli pulsa lewat   bangking ini kenapa tidak masuk ke nomor saya tetapi malah berkurang saldonya tolong perbaiki dan ada bacaan pesan erorr itu maksudnya gimana ya kak tolong jelasin dong udh di tanya lewat email tapi ga di balas,kenapa saya tadi beli pulsa lewat   bangking ini kenapa tidak masuk ke nomor saya tetapi malah berkurang saldonya tolong perbaiki dan ada bacaan pesan erorr itu maksudnya gimana ya kak tolong jelasin dong udh di tanya lewat email tapi ga di balas,"['kenapa', 'saya', 'tadi', 'beli', 'pulsa', 'lewat', 'bangking', 'ini', 'kenapa', 'tidak', 'masuk', 'ke', 'nomor', 'saya', 'tetapi', 'malah', 'berkurang', 'saldonya', 'tolong', 'perbaiki', 'dan', 'ada', 'bacaan', 'pesan', 'erorr', 'itu', 'maksudnya', 'gimana', 'ya', 'kak', 'tolong', 'jelasin', 'dong', 'udh', 'di', 'tanya', 'lewat', 'email', 'tapi', 'ga', 'di', 'balas']","['', '', 'tadi', 'beli', 'pulsa', 'lewat', 'bangking', '', '', '', 'masuk', '', 'nomor', '', '', 'malah', 'berkurang', 'saldonya', '', 'perbaiki', '', '', 'bacaan', 'pesan', 'erorr', '', 'maksudnya', 'gimana', '', 'kak', '', 'jelasin', 'dong', 'udh', '', 'tanya', 'lewat', 'email', '', 'ga', '', 'balas']","['', '', 'tadi', 'beli', 'pulsa', 'lewat', 'bangking', '', '', '', 'masuk', '', 'nomor', '', '', 'malah', 'kurang', 'saldo', '', 'baik', '', '', 'baca', 'pesan', 'erorr', '', 'maksud', 'gimana', '', 'kak', '', 'jelasin', 'dong', 'udh', '', 'tanya', 'lewat', 'email', '', 'ga', '', 'balas']",  tadi beli pulsa lewat bangking    masuk  nomor   malah kurang saldo  baik   baca pesan erorr  maksud gimana  kak  jelasin dong sudah  tanya lewat email  tidak  balas
184,5,Aplikasi ini sangat membantu dan sangat memudahkan ketika melakukan berbagai transaksi tanpa harus repot keluar rumah,aplikasi ini sangat membantu dan sangat memudahkan ketika melakukan berbagai transaksi tanpa harus repot keluar rumah,aplikasi ini sangat membantu dan sangat memudahkan ketika melakukan berbagai transaksi tanpa harus repot keluar rumah,aplikasi ini sangat membantu dan sangat memudahkan ketika melakukan berbagai transaksi tanpa harus repot keluar rumah,"['aplikasi', 'ini', 'sangat', 'membantu', 'dan', 'sangat', 'memudahkan', 'ketika', 'melakukan', 'berbagai', 'transaksi', 'tanpa', 'harus', 'repot', 'keluar', 'rumah']","['aplikasi', '', 'sangat', 'membantu', '', 'sangat', 'memudahkan', '', 'melakukan', 'berbagai', 'transaksi', '', '', 'repot', 'keluar', 'rumah']","['aplikasi', '', 'sangat', 'bantu', '', 'sangat', 'mudah', '', 'laku', 'bagai', 'transaksi', '', '', 'repot', 'keluar', 'rumah']",aplikasi  sangat bantu  sangat mudah  laku bagai transaksi   repot keluar rumah
185,5,Sangat memuaskan,sangat memuaskan,sangat memuaskan,sangat memuaskan,"['sangat', 'memuaskan']","['sangat', 'memuaskan']","['sangat', 'muas']",sangat muas
186,5,Baik,baik,baik,baik,['baik'],['baik'],['baik'],baik
187,5,Sejauh berjalan lancar,sejauh berjalan lancar,sejauh berjalan lancar,sejauh berjalan lancar,"['sejauh', 'berjalan', 'lancar']","['sejauh', 'berjalan', 'lancar']","['jauh', 'jalan', 'lancar']",jauh jalan lancar
188,5,aplikasinya luar biasa mantap,aplikasinya luar biasa mantap,aplikasinya luar biasa mantap,aplikasinya luar biasa mantap,"['aplikasinya', 'luar', 'biasa', 'mantap']","['aplikasinya', 'luar', 'biasa', 'mantap']","['aplikasi', 'luar', 'biasa', 'mantap']",aplikasi luar biasa mantap
189,5,Memudahkan transaksi,memudahkan transaksi,memudahkan transaksi,memudahkan transaksi,"['memudahkan', 'transaksi']","['memudahkan', 'transaksi']","['mudah', 'transaksi']",mudah transaksi
190,5,sepri,sepri,sepri,sepri,['sepri'],['sepri'],['sepri'],sepri
191,5,Wandi,wandi,wandi,wandi,['wandi'],['wandi'],['wandi'],wandi
192,5,Nice,nice,nice,nice,['nice'],['nice'],['nice'],nice
193,5,Bank andalan gua dalam bertransaksi.,bank andalan gua dalam bertransaksi.,bank andalan gua dalam bertransaksi,bank andalan gua dalam bertransaksi,"['bank', 'andalan', 'gua', 'dalam', 'bertransaksi']","['bank', 'andalan', 'gua', '', 'bertransaksi']","['bank', 'andal', 'gua', '', 'transaksi']",bank andal gua  transaksi
194,5,Dedi setiawan,dedi setiawan,dedi setiawan,dedi setiawan,"['dedi', 'setiawan']","['dedi', 'setiawan']","['dedi', 'setiawan']",dedi setiawan
195,5,AMBAR SUTRA ASIH,ambar sutra asih,ambar sutra asih,ambar sutra asih,"['ambar', 'sutra', 'asih']","['ambar', 'sutra', 'asih']","['ambar', 'sutra', 'asih']",ambar sutra asih
196,5,"mempermudah dalam bertransaksi, terima kasih bank sumsel babel","mempermudah dalam bertransaksi, terima kasih bank sumsel babel",mempermudah dalam bertransaksi  terima kasih bank sumsel babel,mempermudah dalam bertransaksi  terima kasih bank sumsel babel,"['mempermudah', 'dalam', 'bertransaksi', 'terima', 'kasih', 'bank', 'sumsel', 'babel']","['mempermudah', '', 'bertransaksi', 'terima', 'kasih', 'bank', 'sumsel', 'babel']","['mudah', '', 'transaksi', 'terima', 'kasih', 'bank', 'sumsel', 'babel']",mudah  transaksi terima kasih bank sumsel babel
197,5,MBankingnya semakin membaik..👍👍,mbankingnya semakin membaik..👍👍,mbankingnya semakin membaik,mbankingnya semakin membaik,"['mbankingnya', 'semakin', 'membaik']","['mbankingnya', 'semakin', 'membaik']","['mbankingnya', 'makin', 'baik']",mbankingnya makin baik
198,5,Sangat baik,sangat baik,sangat baik,sangat baik,"['sangat', 'baik']","['sangat', 'baik']","['sangat', 'baik']",sangat baik
199,5,Sangat memuaskan dan sangat mudah digunakan,sangat memuaskan dan sangat mudah digunakan,sangat memuaskan dan sangat mudah digunakan,sangat memuaskan dan sangat mudah digunakan,"['sangat', 'memuaskan', 'dan', 'sangat', 'mudah', 'digunakan']","['sangat', 'memuaskan', '', 'sangat', 'mudah', 'digunakan']","['sangat', 'muas', '', 'sangat', 'mudah', 'guna']",sangat muas  sangat mudah guna
200,5,Oke,oke,oke,oke,['oke'],['oke'],['oke'],oke
201,5,👍,👍,,,[],[],[],
202,5,Sangat mudah digunakan dan memuaskan...BSB MANTAB...! 👍,sangat mudah digunakan dan memuaskan...bsb mantab...! 👍,sangat mudah digunakan dan memuaskan   bsb mantab,sangat mudah digunakan dan memuaskan   bsb mantab,"['sangat', 'mudah', 'digunakan', 'dan', 'memuaskan', 'bsb', 'mantab']","['sangat', 'mudah', 'digunakan', '', 'memuaskan', 'bsb', 'mantab']","['sangat', 'mudah', 'guna', '', 'muas', 'bsb', 'mantab']",sangat mudah guna  muas bsb mantab
203,5,BSB mantab,bsb mantab,bsb mantab,bsb mantab,"['bsb', 'mantab']","['bsb', 'mantab']","['bsb', 'mantab']",bsb mantab
204,5,"Sangat memuaskan, lebih mudah dalam melakukan transaksi","sangat memuaskan, lebih mudah dalam melakukan transaksi",sangat memuaskan  lebih mudah dalam melakukan transaksi,sangat memuaskan  lebih mudah dalam melakukan transaksi,"['sangat', 'memuaskan', 'lebih', 'mudah', 'dalam', 'melakukan', 'transaksi']","['sangat', 'memuaskan', 'lebih', 'mudah', '', 'melakukan', 'transaksi']","['sangat', 'muas', 'lebih', 'mudah', '', 'laku', 'transaksi']",sangat muas lebih mudah  laku transaksi
205,5,Bagus dan recomendasi,bagus dan recomendasi,bagus dan recomendasi,bagus dan recomendasi,"['bagus', 'dan', 'recomendasi']","['bagus', '', 'recomendasi']","['bagus', '', 'recomendasi']",bagus  recomendasi
206,5,Sangat bagus dan memudahkan utk bertransaksi,sangat bagus dan memudahkan utk bertransaksi,sangat bagus dan memudahkan utk bertransaksi,sangat bagus dan memudahkan utk bertransaksi,"['sangat', 'bagus', 'dan', 'memudahkan', 'utk', 'bertransaksi']","['sangat', 'bagus', '', 'memudahkan', 'utk', 'bertransaksi']","['sangat', 'bagus', '', 'mudah', 'utk', 'transaksi']",sangat bagus  mudah untuk transaksi
207,5,MEMPERMUDAH TRANSAKSI,mempermudah transaksi,mempermudah transaksi,mempermudah transaksi,"['mempermudah', 'transaksi']","['mempermudah', 'transaksi']","['mudah', 'transaksi']",mudah transaksi
208,5,sudah improve,sudah improve,sudah improve,sudah improve,"['sudah', 'improve']","['', 'improve']","['', 'improve']", improve
209,1,Ini udah kesekian kalinya tiba tiba di suruh aktivasi dan sudah isi kode aktivasi tiba tiba keblokir... Bukannya mempermudah ini malah jadi ribet.. Bolak balik ke bank jadinya bukannya mempermudah malah bkin ribet...,ini udah kesekian kalinya tiba tiba di suruh aktivasi dan sudah isi kode aktivasi tiba tiba keblokir... bukannya mempermudah ini malah jadi ribet.. bolak balik ke bank jadinya bukannya mempermudah malah bkin ribet...,ini udah kesekian kalinya tiba tiba di suruh aktivasi dan sudah isi kode aktivasi tiba tiba keblokir    bukannya mempermudah ini malah jadi ribet   bolak balik ke bank jadinya bukannya mempermudah malah bkin ribet,ini udah kesekian kalinya tiba tiba di suruh aktivasi dan sudah isi kode aktivasi tiba tiba keblokir    bukannya mempermudah ini malah jadi ribet   bolak balik ke bank jadinya bukannya mempermudah malah bkin ribet,"['ini', 'udah', 'kesekian', 'kalinya', 'tiba', 'tiba', 'di', 'suruh', 'aktivasi', 'dan', 'sudah', 'isi', 'kode', 'aktivasi', 'tiba', 'tiba', 'keblokir', 'bukannya', 'mempermudah', 'ini', 'malah', 'jadi', 'ribet', 'bolak', 'balik', 'ke', 'bank', 'jadinya', 'bukannya', 'mempermudah', 'malah', 'bkin', 'ribet']","['', 'udah', 'kesekian', 'kalinya', 'tiba', 'tiba', '', 'suruh', 'aktivasi', '', '', 'isi', 'kode', 'aktivasi', 'tiba', 'tiba', 'keblokir', 'bukannya', 'mempermudah', '', 'malah', 'jadi', 'ribet', 'bolak', 'balik', '', 'bank', 'jadinya', 'bukannya', 'mempermudah', 'malah', 'bkin', 'ribet']","['', 'udah', 'sekian', 'kali', 'tiba', 'tiba', '', 'suruh', 'aktivasi', '', '', 'isi', 'kode', 'aktivasi', 'tiba', 'tiba', 'blokir', 'bukan', 'mudah', '', 'malah', 'jadi', 'ribet', 'bolak', 'balik', '', 'bank', 'jadi', 'bukan', 'mudah', 'malah', 'bkin', 'ribet']", udah sekian kali tiba tiba  suruh aktivasi   isi kode aktivasi tiba tiba blokir bukan mudah  malah jadi ribet bolak balik  bank jadi bukan mudah malah bkin ribet
210,5,Sangat aman sekali bank sumsel ini menurut ku wong palembang,sangat aman sekali bank sumsel ini menurut ku wong palembang,sangat aman sekali bank sumsel ini menurut ku wong palembang,sangat aman sekali bank sumsel ini menurut ku wong palembang,"['sangat', 'aman', 'sekali', 'bank', 'sumsel', 'ini', 'menurut', 'ku', 'wong', 'palembang']","['sangat', 'aman', 'sekali', 'bank', 'sumsel', '', '', 'ku', 'wong', 'palembang']","['sangat', 'aman', 'sekali', 'bank', 'sumsel', '', '', 'ku', 'wong', 'palembang']",sangat aman sekali bank sumsel   ku wong palembang
211,1,"Aplikasi Bobrok dan TOLOL Sekelas Bank Aplikasi kayak odong odong. Login Ribet, transfer ribet, Aktivasi selalu gagal, Malu ke wong palembang Aplikasi super letoy.","aplikasi bobrok dan tolol sekelas bank aplikasi kayak odong odong. login ribet, transfer ribet, aktivasi selalu gagal, malu ke wong palembang aplikasi super letoy.",aplikasi bobrok dan tolol sekelas bank aplikasi kayak odong odong  login ribet  transfer ribet  aktivasi selalu gagal  malu ke wong palembang aplikasi super letoy,aplikasi bobrok dan tolol sekelas bank aplikasi kayak odong odong  login ribet  transfer ribet  aktivasi selalu gagal  malu ke wong palembang aplikasi super letoy,"['aplikasi', 'bobrok', 'dan', 'tolol', 'sekelas', 'bank', 'aplikasi', 'kayak', 'odong', 'odong', 'login', 'ribet', 'transfer', 'ribet', 'aktivasi', 'selalu', 'gagal', 'malu', 'ke', 'wong', 'palembang', 'aplikasi', 'super', 'letoy']","['aplikasi', 'bobrok', '', 'tolol', 'sekelas', 'bank', 'aplikasi', 'kayak', 'odong', 'odong', 'login', 'ribet', 'transfer', 'ribet', 'aktivasi', 'selalu', 'gagal', 'malu', '', 'wong', 'palembang', 'aplikasi', 'super', 'letoy']","['aplikasi', 'bobrok', '', 'tolol', 'kelas', 'bank', 'aplikasi', 'kayak', 'odong', 'odong', 'login', 'ribet', 'transfer', 'ribet', 'aktivasi', 'selalu', 'gagal', 'malu', '', 'wong', 'palembang', 'aplikasi', 'super', 'letoy']",aplikasi bobrok  tolol kelas bank aplikasi kayak odong odong login ribet transfer ribet aktivasi selalu gagal malu  wong palembang aplikasi super letoy
212,5,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
213,1,"Aplikasinya rusak ini kemarinkan mbanking saya ke blokir, terus saya ke cabang terdekat sudah di buka kembali, tapi khusus di hp saya ini gak bisa login pake Bank sumsel babel padahal sebelum ke blokir aman aman aja, apakah imei hp ini ke blokir juga? Soalnya cuman di hp saya ini ga bisa di buka (Xiaomi Poco F3), pake hp lain bisa aneh","aplikasinya rusak ini kemarinkan mbanking saya ke blokir, terus saya ke cabang terdekat sudah di buka kembali, tapi khusus di hp saya ini gak bisa login pake bank sumsel babel padahal sebelum ke blokir aman aman aja, apakah imei hp ini ke blokir juga? soalnya cuman di hp saya ini ga bisa di buka (xiaomi poco f3), pake hp lain bisa aneh",aplikasinya rusak ini kemarinkan mbanking saya ke blokir  terus saya ke cabang terdekat sudah di buka kembali  tapi khusus di hp saya ini gak bisa login pake bank sumsel babel padahal sebelum ke blokir aman aman aja  apakah imei hp ini ke blokir juga  soalnya cuman di hp saya ini ga bisa di buka  xiaomi poco      pake hp lain bisa aneh,aplikasinya rusak ini kemarinkan mbanking saya ke blokir  terus saya ke cabang terdekat sudah di buka kembali  tapi khusus di hp saya ini gak bisa login pake bank sumsel babel padahal sebelum ke blokir aman aman aja  apakah imei hp ini ke blokir juga  soalnya cuman di hp saya ini ga bisa di buka  xiaomi poco      pake hp lain bisa aneh,"['aplikasinya', 'rusak', 'ini', 'kemarinkan', 'mbanking', 'saya', 'ke', 'blokir', 'terus', 'saya', 'ke', 'cabang', 'terdekat', 'sudah', 'di', 'buka', 'kembali', 'tapi', 'khusus', 'di', 'hp', 'saya', 'ini', 'gak', 'bisa', 'login', 'pake', 'bank', 'sumsel', 'babel', 'padahal', 'sebelum', 'ke', 'blokir', 'aman', 'aman', 'aja', 'apakah', 'imei', 'hp', 'ini', 'ke', 'blokir', 'juga', 'soalnya', 'cuman', 'di', 'hp', 'saya', 'ini', 'ga', 'bisa', 'di', 'buka', 'xiaomi', 'poco', 'pake', 'hp', 'lain', 'bisa', 'aneh']","['aplikasinya', 'rusak', '', 'kemarinkan', 'mbanking', '', '', 'blokir', 'terus', '', '', 'cabang', 'terdekat', '', '', 'buka', '', '', 'khusus', '', 'hp', '', '', 'gak', '', 'login', 'pake', 'bank', 'sumsel', 'babel', 'padahal', '', '', 'blokir', 'aman', 'aman', 'aja', '', 'imei', 'hp', '', '', 'blokir', '', 'soalnya', 'cuman', '', 'hp', '', '', 'ga', '', '', 'buka', 'xiaomi', 'poco', 'pake', 'hp', '', '', 'aneh']","['aplikasi', 'rusak', '', 'kemarin', 'mbanking', '', '', 'blokir', 'terus', '', '', 'cabang', 'dekat', '', '', 'buka', '', '', 'khusus', '', 'hp', '', '', 'gak', '', 'login', 'pake', 'bank', 'sumsel', 'babel', 'padahal', '', '', 'blokir', 'aman', 'aman', 'aja', '', 'imei', 'hp', '', '', 'blokir', '', 'soal', 'cuman', '', 'hp', '', '', 'ga', '', '', 'buka', 'xiaomi', 'poco', 'pake', 'hp', '', '', 'aneh']",aplikasi rusak  kemarin mbanking   blokir terus   cabang dekat   buka   khusus  hp   gak  login pake bank sumsel babel padahal   blokir aman aman aja  imei hp   blokir  soal cuman  hp   tidak   buka xiaomi poco pake hp   aneh
