;text;cluster;score
2372;yang voucher udah tidak terus tanya solusi skrg selalu saldo ribu pulsa penting paling ngisi mau masuk masak lumayan kurang keluar kasih kan ingat ilang error enggak donk dong cepat blm beli baik aja;3;1
2373;transaksi tapi saldo pulsa potong kode kecewa kata kali gagal beli;3;1
2374;dulu coba;3;4
2375;tambah kalau hasil bintang;3;1
2376;signal padahal masuk jaring eror dengan butuh bingung banyak aplikasi akun;0;1
2377;sangat mantap bantu;1;5
2378;yang terus sangat ny kota karna kali jauh dri dong dengan coba butuh berat beberapa baru baik aplikasi;0;3
2379;mantap;1;5
2380;untuk masalah aktivitas;3;3
2381;yang ulas udah tunggu tetep temu sekian minta jangan gak deh data cuma baca akun aku aktivasi;3;1
2382;terus pakai gak gagal aplikasi aktivasi;0;1
2383;ulang tempat sering mohon minta masuk kode baik aneh aktivasi;3;1
2384;yang terus temu sya sudah saran pdhal ny nomor mau masukin masuk kasih kartu gak atmnya ada;3;1
2385;terus error;3;1
2386;bagus;1;5
2387;waktu transfer transaksi tindak terima tampil tambah sumsel sekali saran riwayat repot rekening nomor nasabah nama mohon lupa lanjut kasih informasi guna fitur dri download bukti beri banking babel aktif ada;3;3
2388;mantap;1;5
2389;pihak gak error buka bantu aplikasiny aplikasi;0;1
2390;best;3;1
2391;ulang segera produk mohon lengkap isi gak baik bagaimana aplikasi aktivasi;0;1
2392;sangat lambat bantu;1;5
2393;good;1;5
2394;update terus rekening pertama nyata nomor masuk login langsung krn kasih gak dengan coba bintang;3;1
2395;;3;
2396;tempat selalu mnta masalah maaf krna kode kecewa jaring guna eror baik aktifasi;3;1
2397;terimakasih atas;3;5
2398;susah;3;5
2399;susah sangat salah payah password pakai padahal pa ngantri mobile kecewa kali buat blokir berapa banking akun;3;1
2400;update kok jd error;3;1
2401;update suruh malah login error aplikasi;0;1
2402;goblok;3;1
2403;sering selalu minta login kecewa ganggu gagal aktifasi;3;1
2404;update kayak ini banyak;3;1
2405;oke login aplikasi;0;5
2406;terus error aplikasi;0;1
2407;update tpi tahu sudah soal sm sampe perintah pake mau masuk lgi lebih lanjut kode kali dpt bsb blm aplikasi aktifasi;0;1
2408;selalu error;3;1
2409;suruh mulu malah eror dong benerin aktivasi;3;1
2410;mantap;1;5
2411;ulang sekarang otomatis minta karna henti aplikasi aktivasi;3;1
2412;yang update tim tetap tanggung sumselbabel sangat saat rumah rugi pihak paksa nasabah malah kembang jawab guna bank atas aplikasi;0;1
2413;upgrade ulang terus suruh sendiri ribet nyata mau malah laku kantor kan kali error eh coba cek cabang buka awal aktivasi;3;1
2414;sangat nasabah mudah manfaat;1;5
2415;update ulang suruh sulit mudah mintak malah log bukan abis;3;1
2416;update sangat mungkin jujur jadi guna gak error bantu baik aplikasi;0;1
2417;ulang malah bank aktivasi;3;1
2418;untung tpi tidak telpon sih layan konsumen kacau jg dri cuma center call bobrok bener aplikasi aja;0;1
2419;sistem salah jadi;3;1
2420;error aktivasi;3;1
2421;waktu tidak terus tampil sm segera rekening notifikasi nomor muncul masuk masalah klik jadi hilang gitu buat aplikasi akun aktivasi aja;3;1
2422;yang segera pdhl mohon min malah koneksi jaring buka bsb bilang banking baik bagus aku aja;3;1
2423;update selalu minta aktivasi;3;1
2424;sangat mudah;1;5
2425;tulis padahal mau login koneksi klik jaring internet coba cek;3;1
2426;manfaat beri;3;5
2427;tapi sering nyaman ganggu aman;3;5
2428;good;1;5
2429;walaupun terima sm sangat saldo online mudah lebih layan kerja kasih internet hubung guna biar belum bayar banking;3;5
2430;ulang udah tidak tempat tambah suruh salah parah pa masukin male login kode kantor kan kali gin eror eh diupdate datang cabang buat bintang baru banget aplikasi aktivasinya aktivasi;3;1
2431;tambah bagus aku;3;4
2432;update ulang suruh nasabah minta malah kantor capek buruk buat aktivasi;3;1
2433;mantap betul;1;5
2434;sangat payah emosi buat aja;3;1
2435;tidak periksa mana malah layan kok jaring ini cepat bsb;3;1
2436;update tambah solusi ny malah login jadi guna gimana gak error bsb;3;1
2437;update ulang terus registrasi minta malah henti gitu error baik aplikasi;0;1
2438;bsb;3;5
2439;transaksi perban cukup bantu;1;5
2440;sampah jadi gara diupdate deh aplikasi;0;1
2441;update uda tidak tetep soal satu percuma maaf kasih bintang bank aktivasi aja;3;1
2442;update ulang sm padahal menu masuk maaf kok jadi bsb bintang balik aplikasi aku aktivasi;3;1
2443;update untk ulang tidak skrg selalu minta mbankingnya jg jd hapus gimana error download bsb aktivasi;3;2
2444;tu sumsel ini dikit buat banyak bank aplikasi ajar;0;1
2445;update padahal malah gimana gak butuh banget;3;1
2446;terus ganggu;3;1
2447;yang update untuk tidak tapi sudah sangat nasabah mudah minta jelek error aplikasi apa aktivasi;0;1
2448;sih mau masalah keluh gimana gilir email developer buka ala;3;1
2449;sering lot ganggu aplikasi;0;1
2450;susah sekarang pesan periksa padahal muncul mohon malah login koneksi kali jaring dong bagus aplikasi;3;3
2451;update tim sekarang parah nian ngga lot kesel kayak kalo itnya goblok gin buat benah banget aplikasi aku akhir ajar aja;0;2
2452;tidak login kok biso;3;1
2453;transaksi mudah lebih jadi;1;5
2454;untuk temu rek pakek nomor masukin masuk malah kartu gilir data;3;1
2455;sulit sinyal sering minta kali buka aktivasi;3;1
2456;update ulang tempat tapi suruh payah nih kolom kode guna daerah bsb bank bagaimana aplikasi aktivasinya aktivasi;3;1
2457;masuk lagi hp ganti;3;1
2458;ulang sekarang lancar biasa aktivasi;3;5
2459;bantu;1;5
2460;update ulang tabung susah sedang malah luar kota gmn diupdate buku benar aktivasi;3;1
2461;mantap;1;5
2462;good app;1;5
2463;sering padahal mau masuk lancar lama error;3;1
2464;tidak sudah ko instal buka;3;2
2465;sampe dipake baru aktivasi;3;3
2466;sendiri payah mulu minta malah keluar ini gilir diaktivasi aplikasi aktivasi;0;1
2467;update udah transfer sama ngecek malah;3;1
2468;yang version update transfer terus tapi susah sering sampe rek pernah pa nomor mulu mesti mau malah kalo jg invalid erorr dulu dipake dikit diaktivasi baru banking aplikasi aktivasinya aktivasi;3;1
2469;bagus;1;4
2470;update padahal mulu mau masalah masa lancar lah jaring;3;1
2471;waktu ulang suruh mohon mau malah log aktivasi;3;3
2472;transfer slalu mau kalau gak;3;2
2473;tidak kenapa download;3;1
2474;ulang tulis terus rek nomor minta masukin kartu kalo buka aplikasi aktivasi;3;5
2475;update solusi nih gak aplikasi ak;0;1
2476;;3;
2477;tarik kasih kalau guna fitur bintang bagus;3;4
2478;senang sangat bantu;1;5
2479;untuk layan bayar;3;5
2480;user ulang tambah rek password nomor moga login lengkap ingat fiturnya baru aktivasi;3;5
2481;update ulang suruh pa habis aktifasi;3;1
2482;tidak mesti login jadi biar bank;3;2
2483;udah tingkat tagih sayang moga listrik lengkap lain kurang fitur depan coba buat bayar bagus app;3;4
2484;bagus;1;5
2485;sayang sangat pin padahal mau masuk jaring internet ganti cek aman aja;3;1
2486;ulang tidak temu tambah susah suruh login jelas jdi data bikin aktivasi;3;1
2487;tidak suruh semua sama otp mentok mending lanjut lah kode kemarin baca aktivasi;3;1
2488;pin pake otp langsung kalau gak;3;4
2489;udah login hari;3;1
2490;lengkap kurang fitur;3;5
2491;aktivasi;3;1
2492;wifi terus super signal sekali padahal ku jelek gagal baik aktivasi aja;3;1
2493;manfaat banyak;3;1
2494;kayak iya gin aplikasi;0;1
2495;bagus;1;5
2496;update gak aktivasi;3;1
2497;tuju tolak sekarang sama pesan nasabah muncul login kali error aktivasi akhir;3;4
2498;update tidak tambah suruh malah maju login error aktivasi;3;1
2499;tidak terus tdak kenapa hr eror bsa ak;3;1
2500;terlalu sering jadi eror;3;1
2501;wifi tidak super semua sekali sama periksa pakai min login lihat komentar jelek internet gak dong bilang baharu;3;1
2502;tuju tolak notif nasabah muncul gak;3;1
2503;tambah fitur;3;5
2504;tuju tolak semenjak nasabah eror baharu;3;2
2505;versi update solusi pesan kembang invalid;3;4
2506;yang versi update tidak skrg simcard minta malah lebih lah lagi kata jd hp guna gmn developer deteksi bsb android;3;1
2507;version versi update selalu padahal nih malah makin login kok jelek invalid gak dah baru;3;1
2508;update minta malah error aplikasi;0;1
2509;user sama login;3;1
2510;good;1;5
2511;yang tuju tolak tidak tapi skrng sering sendiri selalu sedot sangat salah pin padahal oke muncul mau layan kecewa kartu karna jg ini id gua eror bukan bener bca atmnya atm apa ambil;3;2
2512;update ulang online nih muncul mesti kata buat bank app aktifasi;3;2
2513;tidak sya parah malah dengan bsb banking bank akun;3;1
2514;tolak sama ribet nasabah login hadeh eror baharu;3;2
2515;eror;3;1
2516;tidak saldo rb pulsa masuk ini gimana eror beli;3;1
2517;update masuk malah login akun;3;1
2518;tuju tolak padahal kata kali jaring internet dengan coba cek baru;3;1
2519;update tidak tetap tapi pagi minta login lagi baru aktivasi;3;3
2520;uninstal saat payah pakai nih mending malah gak eror diupdate butuh aplikasi aja;0;1
2521;yang utama update untung ulang tuju tolak suruh rekening pesan nasabah muncul mau mana kok jadi ini error daerah bukan bank aplikasi aktivasi;3;1
2522;;3;
2523;wifi periksa password paket pakai padahal pa notif mau masukin malah lancar koneksi kek jaya gitu gilir eh data aplikasi aktivasi;3;2
2524;mantab;3;5
2525;tolak tidak sudah log ket aktivasi;3;2
2526;sering sendiri keluar aplikasi;0;1
2527;min malah login lagi kok gak diupdate baik;3;4
2528;tuju tolak terus malah login ket gak eror eh baru bank aktifasi;3;1
2529;terus sumsel sangat mudah jaya good bantu bank banget babel;1;5
2530;transfer tidak terus tadi sama padahal mau masa lh lah kecewa jaring error banget aplikasi ala;3;1
2531;banget;3;5
2532;pakai lagi kenapa izin hr baharu app;3;3
2533;yang bgus aplikasi;0;4
2534;transfer tpi sekali sangat sama maaf lama kalau gak fungsi emosi butuh bantu aplikasi antri aktif;0;1
2535;tiba terima temu sistem rekening padahal nomor mohon malah kecewa kasih dulu data bintang benar baik aktivitas ak;3;1
2536;sering eror;3;3
2537;sekali bagus;1;5
2538;top;3;5
2539;yang saran kasih bantu aktivasi;3;1
2540;;3;
2541;terus eror buka aktivasi;3;2
2542;temu data;3;1
2543;mantap;1;4
2544;uang sumsel soal semua sama rekening pakai orang masak langsung kayak kan instal ganti download dong cuma bank atm aman aktivasinya aktif ak;3;4
2545;banget;3;5
2546;manfaat;3;5
2547;sangat bantu;1;4
2548;kok kasih jelas harus gin gimana bos banget aplikasi aktivasi;3;1
2549;sulit sangat minim jelas guna aplikasi;0;1
2550;udah tpi temu sangat rumah pin padahal nasabah minggu mana keluar id gak error donk butuh benar bantu banget baik;3;1
2551;oke;3;5
2552;tadi pakai aplikasi aktif akhir;0;3
2553;mantap;1;5
2554;sm bantu aplikasi alhamdulillah;0;4
2555;bagus;1;5
2556;tulis tlg tindak tidak tdak sim pdhal ny mobile deteksi banking ak;3;2
2557;suka;3;5
2558;sangat baik;2;5
2559;terus sim pdhl notif muncul lancar koneksi deteksi card;3;1
2560;mantap;1;4
2561;;3;
2562;dulu coba;3;3
2563;tetap tapi sama padahal pa mentok kayak kali gitu download;3;1
2564;bagus;1;5
2565;terus semua minta izin dak buka;3;1
2566;temu rekening pa nmr masuk malah data aktifasi;3;1
2567;sangat bantu;1;5
2568;transaksi semua satu moga lihat kredit klik download debit;3;5
2569;sangat bantu;1;5
2570;transaksi tambah sangat mudah makin harap fiturnya bantu;1;5
2571;terang semua oke izin dengan cek buka baharu aplikasi aktif;0;1
2572;bagus;1;5
2573;;3;
2574;keren;3;5
2575;transaksi bantu;1;5
2576;transaksi mudah;1;5
2577;susah skrng masuk kok;3;2
2578;sangat cepat bantu;1;5
2579;sangat dukung;1;3
2580;oke;3;5
2581;bagus;1;5
2582;daerah bank;3;5
2583;untuk tidak tambah sy sekali repot perlu ny mungkin mau jd fitur dlm bantu atm aktifitas;3;5
2584;tulis sim selalu msh kartu deteksi buka blm baik aplikasi android;0;5
2585;selalu kali berapa aktivasi;3;1
2586;susah mau gimna bos aktivasi aja;3;1
2587;tranfer sumsel masak gak bantu bank babel aplikasi;0;2
2588;oke;3;5
2589;uang transfer tinggal tahu skrg semua pa online notif mohon mau malah klik keren error bayar baik aplikasi;3;1
2590;upgrade tidak malah dipake;3;1
2591;masuk aneh akun;3;1
2592;temu data;3;1
2593;oke;3;5
2594;mantap;1;5
2595;mantap;1;5
2596;sekarang sekali sayang buka aplikasi;0;1
2597;sangat butuh aktivasi;1;1
2598;waktu uang transfer top terus sendiri saldo salah rekening perlu pay password pakai nya ngurus mpin mbanking masuk masalah make langsung lama kurang keluar kayak kali jt ini ganti gak capek butuh bni besar berapa bank bakal atm ambil aku aj;3;1
2599;oke aplikasi;0;5
2600;sangat;1;1
2601;upgrade tahu perintah pake ny malah lah habis goblok gak dlu coba biar bank aplikasi;0;1
2602;susah moga mau mandiri guna depan daftar canggih bca bank aja;3;1
2603;transaksi sangat bantu;1;5
2604;sy padahal guna aplikasi;0;1
2605;update silah respon padahal muncul lambat keluh izin ingat csnya buka aplikasi apa aktif;0;1
2606;tidak tapi solusi skrg sim selesai padahal ngak mohon mobile lancar ket kenapa dengan csnya buka bsb bantu banking bank baik baca awal aplikasi aja;3;1
2607;update buka aplikasi;0;1
2608;transaksi sering masalah lihat;3;2
2609;mantap;1;5
2610;sangat baik;2;5
2611;temu payah data aktipasi;3;1
2612;sim samsung pake mohon karna hp guna gak eror deteksi baru baca atas aplikasi android;0;3
2613;yang update tidak tetap sumsel solusi simcard sim sama pesan padahal notifikasi nomor mobile hp error deteksi card bank babel aplikasi android ak admin;3;3
2614;gimana gak buat aplikasi aktivasi;0;1
2615;tapi sim pdhl nomor lancar lama kenapa kata cukup baik;3;3
2616;temu kecewa data;3;1
2617;terima kasih;3;5
2618;terus temu rek nomor keluar jelas goblok dari benar bank aplikasi aktivasi;3;1
2619;virtual tingkat terus sama link kerja dana card;3;5
2620;sering jaring;3;4
2621;tidak mohon langsung kok keluar bayar baik;2;3
2622;selalu jelas gak gagal aplikasi aktivasi;0;1
2623;terus temu selalu masuk gak data bilang aplikasi apa;0;1
2624;tahu sendiri sangat nasabah mudah informasi akun;1;5
2625;tidak temu rek nomor kok kartu jelas goblok data bilang aplikasi apa;0;1
2626;terus temu sumsel rek produk nomor masukin mana lah kok kartu data bank babel aktivasi;3;1
2627;;3;
2628;ulang tpi tidak terus mau malah login kudu kode jg bank aku aktivasi;3;2
2629;pulsa nomor ngak mau jumlah isi baik;3;5
2630;waktu temu rekening minta masuk jawab goblok data aplikasi aktivasi;3;1
2631;dukung android;3;2
2632;ulang tidak kok gimana daftar coba cara ber;3;2
2633;bagus;1;5
2634;salah mohon bnyak baik;2;1
2635;ulang udah token tidak selalu restart login listrik lama hp dong beli;3;3
2636;sangat bagus;1;5
2637;bgus;3;5
2638;transaksi token selalu salah pulsa pin perlu perhati mungkin mau masukin kok isi gak gagal buat bilang besar aplikasi;3;4
2639;guna aplikasi;0;1
2640;oke;3;5
2641;tingkat laku gak depan bayar aplikasi;0;3
2642;terlalu sering otp masukin;3;4
2643;dulu coba;3;5
2644;transfer tidak pin ngak kok kirim;3;1
2645;transaksi sangat perlu mudah dlm;1;2
2646;top tambah gopay buat;3;3
2647;oke;3;3
2648;susah dulu buka;3;3
2649;teblokir selalu mulu masalah;3;3
2650;;3;
2651;transfer tiap sumsel sama perlu guna biaya bank baik admin;3;5
2652;;3;
2653;makin;3;5
2654;transaksi mudah dlm;1;5
2655;sangat bagus;1;5
2656;tambah menu bayar;3;4
2657;sangat dukung;1;4
2658;transaksi tidak sumsel slalu selalu pulsa nasabah mau lgi kecewa kan kalau jgn isi gagal biar baik babel aplikasi;3;2
2659;transaksi sangat perban bantu;1;5
2660;transaksi sangat nasabah;1;5
2661;sangat bantu;1;3
2662;sangat bantu bagus;1;5
2663;sangat;1;4
2664;sangat bantu;1;4
2665;lumayan kurang;3;4
2666;transfer semua saldo pulsa lancar cek beli;3;5
2667;terus kembang;3;5
2668;bagus;1;5
2669;tambah sini sih langsung keren bayar banget;3;5
2670;update padahal minta minggu kok download baru aplikasi;0;2
2671;good app;1;5
2672;tambah sumsel sukses sangat moga mantul bantu bank;1;5
2673;makin baik;2;5
2674;lebih bagus;1;5
2675;good;1;5
2676;muas;3;4
2677;transaksi mudah moga makin kembang;3;5
2678;sangat bantu;1;5
2679;bagus;1;1
2680;keren;3;5
2681;sangat bantu;1;5
2682;sangat guna;1;5
2683;sangat bantu aplikasi;1;5
2684;keren;3;5
2685;good;1;5
2686;pakek masuk kata gimana gak cuma;3;1
2687;uninstal udah tidak saldo pa ngecek kurang dasar bobrok atm aplikasi aktivasi;3;1
2688;temu solusi min mau data dah aktifasi;3;1
2689;muas cukup;3;5
2690;sumsel sudah sedia sedang sangat padahal nasabah krn kecewa kata kali jaring eror butuh bulan aktivasi;3;1
2691;payah gabisa;3;1
2692;gak aktivasi;3;1
2693;login;3;3
2694;mantap;1;5
2695;transaksi mudah;1;5
2696;mantap;1;5
2697;mantap bos;1;5
2698;bagus;1;5
2699;tlg tapi tabung sy rekening nmr mnta masuk gx buku bru bantu;3;2
2700;sih kok gak buka aplikasi;0;1
2701;sangat bagus;1;5
2702;online kayak kasih kalau dipake bintang bayar aku;3;1
2703;guna gak aplikasi;0;1
2704;sangat bagus;1;5
2705;bagus;1;5
2706;aktivasi;3;1
2707;daftar cara;3;1
2708;tingkat sumsel perlu layan bank bagus babel atm;3;5
2709;yang tambah fitur;3;1
2710;terus sumsel sudah sangat praktis pakai paham kalau jaya fungsi cara bantu bank babel aplikasi;0;5
2711;sangat parah lot fungsi buruk aplikasi;0;1
2712;temu semua sangat perlu parah pagi nasabah mohon mau maaf kok data benar banyak bantu baik aplikasi aktifasi ada;2;2
2713;yang transfer sm semua sangat sama pulsa mau lelet lancar kata kali internet dari bsa bank baik aplikasi apa antar aj;3;5
2714;mantap;1;5
2715;update mau dulu buka;3;4
2716;udah jaring blum;3;2
2717;tidak kok dong buka baik;2;2
2718;temu padahal nomor masukin data benar;3;2
2719;ulang udah suruh ribet restart ny kayak kali gak buat bikin bank banget baik aku aktivasi;3;1
2720;transaksi sih pernah kok hasil gak doang cuma aplikasi apa;0;1
2721;bagus;1;5
2722;good;1;5
2723;bagus;1;5
2724;yang uang transaksi tidak segera rek nunggu layan lagi kerja hr gampang gagal donk;3;1
2725;sangat bantu;1;4
2726;tidak temu rekening pake nomor kata data bahkan atm aktivasi;3;1
2727;baik;2;5
2728;sangat bantu;1;5
2729;good;1;5
2730;dulu;3;3
2731;puas;3;5
2732;oke;3;5
2733;keren;3;4
2734;transfer saldo praktis cek;3;5
2735;sekali sangat bantu;1;5
2736;update tulis ngga masuk invalid gitu;3;2
2737;tidak buka bos apa;3;5
2738;perlu nyaman hari guna;3;5
2739;baik;2;5
2740;online lumayan layan;3;3
2741;;3;
2742;top;3;5
2743;sangat bantu;1;5
2744;sangat puas;1;3
2745;suka;3;
2746;;3;
2747;good;1;4
2748;transaksi sangat prose mobile bantu;1;5
2749;oke;3;5
2750;update ujung udah transfer transaksi tak sih server pernah moga lot hasil guna gak gagal dikit benar beli aplikasi alhamdulillah akhir;3;4
2751;cukup bantu;1;4
2752;sangat;1;5
2753;good;1;5
2754;baik;2;5
2755;transaksi sangat repot pergi mudah laku cukup bagus bagai atm aplikasi android;1;5
2756;baik;2;5
2757;hati;3;4
2758;top pulsa mau malah langsung kok guna gagal blokir benar akun;3;2
2759;yang sangat good bantu;1;5
2760;untuk top kelas daerah bank aplikasi;0;5
2761;;3;
2762;keren;3;5
2763;good;1;5
2764;terus segera saldo mohon error cek baik aplikasi;2;4
2765;oke la;3;4
2766;;3;
2767;lumayan;3;4
2768;;3;
2769;tidak sih malah login gimana error diupdate;3;1
2770;version update masuk malah kok invalid;3;2
2771;transfer top terus tampil sudah saran sama kapan dana bagus aplikasi;0;5
2772;bagus;1;3
2773;puas;3;5
2774;yang tuju transfer tiap ribet nmr mau masa lain kalo kalau gin fitur baru bank aja;3;1
2775;udah ubah semua rekening kan kalau jadi harus gak dulu cabang buka bintang bank banget awal aku aktifasi aja;3;2
2776;terus perlu aman;3;5
2777;good;1;5
2778;;3;
2779;tapi dah bsb aplikasi;0;1
2780;;3;
2781;;3;
2782;kok gak aktifasi;3;2
2783;top tiba pulsa gara gagal coba blokir apa;3;1
2784;transaksi suka mudah bagus aplikasi;1;5
2785;tidak nih kata gmn download appnya;3;3
2786;untuk tuju transaksi tranfer susah sekali pake padahal online mudah;3;1
2787;tu transaksi tidak terlalu tapi ribet paham otp mudah mbanking masukin malah lama krn kan jangan donk bukan buat blokir akun;3;2
2788;terus temu masuk masa data aktivasi;3;1
2789;temu pa mau guna gak data aplikasi;0;1
2790;terus rekening nmr masukin masuk gagal;3;1
2791;terus susah padahal login loading jaring hp banking bank ala;3;1
2792;waktu transfer transaksi tidak riwayat otp ny mau lagi kode cm canggih blum aplikasi;3;1
2793;mungkin dulu daftar bank bagus;3;2
2794;pakai gak;3;1
2795;;3;
2796;transfer tidak sama saldo menu mau lama jelas hp cek banget aplikasi aja;0;1
2797;transfer bank;3;4
2798;susah;3;1
2799;update gara blokir;3;1
2800;tidak saing ribet pilih mandiri lancar itnya goblok gin dengan bni belah bca bank banget aplikasi;3;1
2801;update terus sedikit salah blokir;3;1
2802;oke;3;3
2803;update tiap terus suruh hari hadeh;3;4
2804;update mulu;3;1
2805;lumayan lebih;3;4
2806;baik;2;5
2807;update udah tidak pernah pake mbanking gilir butuh buka banget aktivasi;3;1
2808;update pakai minta gak;3;2
2809;update tidak ribet minta masak lama lagi kurang jadi baru bagus;3;2
2810;update terus minta akhir;3;4
2811;udah tinggal tambah ny kalo jg fiturnya bagus;3;5
2812;terus mintak masa bulan aplikasi;0;1
2813;;3;
2814;oke;3;5
2815;transaksi tidak sm hp;3;3
2816;blm ajar;3;4
2817;terlalu ribet prose lama;3;1
2818;top;3;5
2819;best;3;4
2820;sumsel mantab layan bank;3;5
2821;update tiap suruh mulu buka;3;3
2822;update transaksi tidak terus susah suruh sudah perintah nyata jadi hari buka baru aplikasi;3;1
2823;good;1;5
2824;mudah kode kasih dulu daftar cepat bank aktivasi;3;4
2825;yang walaupun tlg tidak telpon tapi sumsel sudah selesai sama pernah perhati nmr nasabah masalah klu kenapa guna blum bank aplikasi angkat aja;3;5
2826;terus;3;2
2827;update terus sih sekarang kok kemarin baru;3;4
2828;lancar;3;5
2829;sering lot jaring;3;4
2830;;3;
2831;;3;
2832;uang sy sumsel sangat mantap hari dlm bantu bank;1;5
2833;versi upgrade baru aplikasi ak;0;1
2834;swasta semua sama rek otomatis nasabah masuk malah keren kalah jadi gak bsb banking bank banget bagus aplikasi;3;5
2835;gagal;3;1
2836;;3;5
2837;;3;5
2838;baik;2;2
2839;tingkat tidak pulsa layan hubung habis angkat aktivasi;3;1
2840;ngabisin mana kuota gak download dasar akun aktivasinya aja;3;2
2841;dlu coba;3;5
2842;yang ulas tpi sumsel sdah rek punya oke nomor moga mobile manfaat makin maju langsung krna kantor kan kalian hp dulu daerah bsb beri bank banget aplikasi aktivasi;3;5
2843;terus dong;3;5
2844;tidak rekening pdahal mau masukin dah aktivasi;3;2
2845;tiap selalu rekening nomor mohon masuk guna data baik aktivasi;3;5
2846;good;1;5
2847;mudah lebih laku;1;5
2848;nomer lewat kalo gak datang daftar center call bank;3;1
2849;transper sumsel sama ribet pakai masak kena jgn biaya bank aplikasi;0;1
2850;transper sumsel sama pakai masak kena biaya bank aplikasi;0;5
2851;tampil lengkap good bsb bagus aplikasi;0;5
2852;maju;3;1
2853;terus temu kok;3;1
2854;temu sumsel rekening punya padahal kalo gak data cara bank bagaimana babel app aplikasi aktivasi;3;5
2855;baik;2;3
2856;tidak temu susah sih mau masak lgi kok kalau guna gimana data buat baik aplikasi apa aktivasi;0;5
2857;simple;3;5
2858;smga lbh baik;2;5
2859;sangat mobile dengan bsb bantu aplikasi ada;1;5
2860;transaksi top sumsel sukses selalu puas mana layan kapan dlm dengan bantu bank banget babel;3;5
2861;terus sumsel maju bank babel;3;3
2862;yang tambah pln lain fitur bayar;3;5
2863;keren cukup;3;5
2864;mudah aplikasi;0;5
2865;yang temu rekening pake padahal nomor masuk ini gimana data daftar atm aplikasi aktivasi;3;1
2866;susah download;3;3
2867;;3;
